id_review,id_store,review_time,rating,review
5603,24,a year ago,1 star,"This is the closest McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s to me and I go in the am to get coffee and they always have to park me for one coffee and it takes them forever to bring it out to me, they are very slow workers and the managers are rude and donï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï"
5604,24,6 years ago,4 stars,"It's not a junk foods place anymore. They start having healthy menu and I think it's great with the price. You can pick your own bread, type of meat and vegetable. End the menu with Sundae ice cream."
5605,24,3 years ago,3 stars,"I am not sure if anyone in the USA would read reviews about McDonald's but here it is anyways.

They are mediocre even by fast food standard. Unless you are really hungry or thirsty always try to avoid it."
5606,24,3 years ago,1 star,"They spending millions to renovate all their stores to stay pertinate,while selling smaller portions of their fattining foods and raising their prices to pay for making the place look modern,anybody else notice that McDonald's has gotten way more expensive,taken alot of stuff away from what used to be the dollar menu,and took away alot of the all day breakfast"
5607,24,4 years ago,3 stars,Typical McD's but did look a bit more modernized.  The lady taking orders was nice. Plenty of parking and drive thru line was organized. Good amt of mobile order parking as well.
5608,24,8 months ago,5 stars,Open late actually 10/10 quality of life improvement moving here
5609,24,7 years ago,1 star,went there on new years eve around 2 am ..crowded very much and the queue was not moving for the next 30 minutes. they did not had enough staff. left with hunger stomach. They should have atleast informed us that there is going to be a waiting time . 4 ppl before us and the queue never moved for 30 minutes was surprising.
5610,24,9 years ago,1 star,"Ordered a number 15 (chicken nugget) meal for $6.50. They somehow didn't get the fries part and only thought I ordered nuggets and drink (wtf?), even though I had made it very clear that I ordered the meal. Then they tried to charge me an ADDITIONAL $1 for the fries which would have put the total cost OVER the actual price of the meal. I wasn't having any of that bullsh*t and I guess they realized how ridiculous they were being, because they relented pretty quickly and handed over the fries."
5611,24,4 years ago,4 stars,Good ol micky D's same thing as usual nothing really changes but one thing this I've been going to this location for quite a while every morning order same thing a LARGE ICE HAZELNUT and a MED REG COFFEE  with a few fixings added most of the employees know me on a HELLO basis same for two MANAGERS there they see ME in line they make eye contact with me I shake my head get to the counter Cashier ask me the USUAL SUR i say yes and BLAM there's my two morning favorites so i go every day just to see great EMPLOYEES of this location ï¿½ï¿½ï¿½ï
5612,24,5 years ago,1 star,It was great the view was from where i sat was the  entrance door. From where she sat was the soda machine. In the middle was the order line. We sat at a table that was designed for people in the order line waiting to order  to look back some look straifht on and see you eating. Why? So they can get humgrier? They already hungry. Its probably because if your a kid eating a happy meal and they have toy there gonna want one too so you tell your parents you want one too. Or I whatever there eating they want to eat too because they are too lazy to look at the menu. Thats too much work. So the put a table for people to view where are eating. It menu ideas and advertisement.
5613,24,5 years ago,1 star,They had everyone wait in an extremely long line at the drive thru just to tell us it was cash only. Which should absolutely not be a thing at a McDonalds. We then had to continue waiting in line since there was no way out.
5614,24,2 months ago,1 star,"Pathetic customer service, never attends customer queries over phone. It says its open24 hours, but in multiple occasions cancelled the orders placed via delivery apps citing that the restaurant is not accepting orders."
5615,24,9 years ago,2 stars,Lady placing the orders is super nice. The crew making the food complete morons. Mixwd up order and put wrong condiments on wrong one. Its like they just tossed it together. Not tomention there is no way it'll pass wights and measurmentz. I expect competence.  Which is clearly lacking here.
5616,24,7 years ago,1 star,"Be a Careful with this Store
He charged me $1.39 + tax for a coffee. I remained him about McDonald's coffee price ($1.09+tax). But he said no & I back to my car, took more money then paid. (Store no. 4324, receipt 300, date feb.22/16 mon. 20:25)"
5617,24,6 years ago,1 star,"I went to use the restroom here, and the toilet was all full of **** so I told the manager about it. They sent a guy to clean it and I kid you not after he was done he did not wash his hands. I would not be surprised if this McDonalds will get an E.Coli outbreak"
5618,24,7 years ago,4 stars,It opens 24/7 and it's very close to where I live. I usually order from drive through. They put sugar in my coffee when I ordered black coffee. This was their only mistake I have experienced.
5619,24,9 months ago,3 stars,They say they are open 24-7 but they are closed everyday between 3am-4:30am
5620,24,4 years ago,4 stars,"It's fast, it's food, it's cheap. It could be better, it could be faster, it could be cheaper, but it's familiar food, and it's never terrible food, sometimes it is even good food. So if you need reasonable quality food quickly and cheaply McDonald's is your place."
5621,24,3 years ago,3 stars,"Standard McDonalds.
But what was going on with the restrooms? Only two available and one is permanently closed. The other one is a favorite place for the homeless people in ten area as it seems. Two of them spend there 30+ mins. No chance to get in."
5622,24,a year ago,2 stars,"Sorry but breakfast sandwich was not fresh It was hard bread and as slow as it was on a Sunday  morning everything should of been made  fresh sad I
will not stop at this location again"
5623,24,a year ago,1 star,slowest mcdonalds I've been. Waited for 30 min. Think they are short in staff or either the staff is sleeping
5624,24,a year ago,1 star,"Every time I come to this one, they are closed. I even ordered something through the app and they still turned me away. Need to change hours online from 24hrs to closed from 3-4AM!!!!!"
5625,24,3 years ago,1 star,The food that McDonald's is not food in my opinion and no one should eat fast food of any kind. Now that is my opinion. But the breakfast sandwiches are great especially with egg
5626,24,a year ago,2 stars,"The clerk is not responsive, she doesn't have any reaction when we order. Silent for a while."
5627,24,4 years ago,1 star,Worst service ever. Waited over 40 minutes in drive thru. Only to get cold food. Never will i go there again. Horrible service. I would have given 0 stars if I could.
5628,24,11 months ago,1 star,"Contrary to the google page, this place is NOT open 24 hours. Cut off time is 2am."
5629,24,3 years ago,2 stars,Ordered a big mac for the first time in 20 years.  Very disappointed because there was not enough thousand island dressing in my burger.  This will be the last time that I will be eating at McDonald's.
5630,24,a year ago,4 stars,Vegetarians like me don't have many options in McDonald's for the breakdown menu. Hence taking away 1 star.
5631,24,4 years ago,1 star,"!! Fraud location !! !!!Fraud location !!!, the manager told us they have different policy for this location they don't work any more with the corporate , I am really worried about What's This now , they said they only respect the online ordering coupons if ur ordering at drive thru ( in photo ) the manager given us , health department must check this location carefully bcoz something is fishy here .. or Macdonald corporate MUST HAVE A CHECK On them URGENTLY, avoid it"
